1,48.00,48.00,0,0,1,1,1,,
2,48.00,48.00,1,0,1,1,2,,
3,48.00,48.00,4,0,1,1,3,,
4,48.00,48.00,0,0,1,1,4,,
5,65.00,65.00,2,0,1,1,5,,
6,23.00,23.00,3,0,1,1,6,,
7,65.00,65.00,1,0,1,1,7,,
8,65.00,65.00,0,0,1,1,8,,
9,165.00,165.00,2,0,1,1,9,,
10,95.00,95.00,1,0,1,1,10,,
11,5.00,5.00,0,0,1,1,11,,
12,40.00,40.00,1,0,1,1,12,,
13,65.00,65.00,1,0,1,1,13,,
14,11.00,11.00,2,0,1,1,14,,
15,15.00,15.00,0,0,1,1,15,,
16,16.00,16.00,10,0,1,1,16,,
17,20.00,20.00,4,0,1,1,17,,
18,13.00,13.00,3,0,1,1,18,,
19,15.00,15.00,5,0,1,1,19,,
20,35.00,35.00,3,0,1,1,20,,
21,40.00,40.00,1,0,1,1,21,,
22,45.00,45.00,1,0,1,1,22,,
23,35.00,35.00,1,0,1,1,23,,
24,20.00,20.00,1,0,1,1,24,,
25,40.00,40.00,2,0,1,1,25,,
26,15.00,15.00,23,0,1,1,26,,
27,1.00,1.00,25,0,1,1,27,,
28,695.00,695.00,1,0,1,1,28,,
29,30.00,30.00,1,0,1,1,29,,
30,23.00,23.00,0,0,1,1,30,,
31,23.00,23.00,7,0,1,1,31,,
32,23.00,23.00,1,0,1,1,32,,
33,20.00,20.00,0,0,1,1,33,,
34,22.00,22.00,0,0,1,1,34,,
35,20.00,20.00,2,0,1,1,35,,
36,22.00,22.00,6,0,1,1,36,,
37,20.00,20.00,2,0,1,1,37,,
38,23.00,23.00,10,0,1,1,38,,
39,20.00,20.00,6,0,1,1,39,,
40,20.00,20.00,4,0,1,1,40,,
41,20.00,20.00,1,0,1,1,41,,
42,22.00,22.00,4,0,1,1,42,,
43,20.00,20.00,3,0,1,1,43,,
44,33.00,33.00,3,0,1,1,44,,
45,60.00,60.00,2,0,1,1,45,,
46,25.00,25.00,2,0,1,1,46,,
47,18.00,18.00,3,0,1,1,47,,
48,15.00,15.00,0,0,1,1,48,,
49,22.00,22.00,0,0,1,1,49,,
50,20.00,20.00,4,0,1,1,50,,
51,2.50,2.50,55,0,1,1,51,,
52,23.00,23.00,0,0,1,1,52,,
53,18.00,18.00,0,0,1,1,53,,
54,15.00,15.00,6,0,1,1,54,,
55,13.00,13.00,0,0,1,1,55,,
56,38.00,38.00,0,0,1,1,56,,
57,85.00,85.00,0,0,1,1,57,,
58,149.00,149.00,10,0,1,1,58,,
59,5.00,5.00,39,0,1,1,59,,
60,15.00,15.00,1,0,1,1,60,,
61,55.00,55.00,0,0,1,1,61,,
62,89.00,89.00,0,0,1,1,62,,
63,39.00,39.00,0,0,1,1,63,,
64,35.00,35.00,0,0,1,1,64,,
65,30.00,30.00,0,0,1,1,65,,
66,30.00,30.00,0,0,1,1,66,,
67,30.00,30.00,0,0,1,1,67,,
68,185.00,185.00,0,0,1,1,68,,
69,14.00,14.00,0,0,1,1,70,,
70,89.00,89.00,0,0,1,1,71,,
71,102.00,102.00,0,0,1,1,72,,
72,12.00,12.00,10,0,1,1,73,,
73,98.00,98.00,0,0,1,1,74,,
74,85.00,85.00,0,0,1,1,75,,
75,48.00,48.00,3,0,1,1,76,,
76,36.00,36.00,0,1,1,1,77,,
77,13.00,13.00,2,0,1,1,78,,
78,15.00,15.00,8,0,1,1,79,,
79,8.00,8.00,1,0,1,1,80,,
80,85.00,85.00,0,0,1,1,81,,
81,130.00,130.00,0,0,1,1,82,,
82,68.00,68.00,0,0,1,1,83,,
83,28.00,28.00,0,0,1,1,84,,
84,49.00,49.00,0,0,1,1,85,,
85,18.00,18.00,0,0,1,1,86,,
86,35.00,35.00,0,0,1,1,87,,
87,53.00,53.00,0,0,1,1,88,,
88,60.00,60.00,0,0,1,1,89,,
89,84.00,84.00,0,0,1,1,90,,
90,99.00,99.00,0,0,1,1,91,,
91,62.00,62.00,0,0,1,1,92,,
92,89.00,89.00,0,0,1,1,93,,
93,55.00,55.00,0,0,1,1,95,,
94,87.00,87.00,1,0,1,1,96,,
95,55.00,55.00,0,0,1,1,97,,
96,52.00,52.00,0,0,1,1,98,,
97,55.00,55.00,0,0,1,1,99,,
98,125.00,125.00,0,0,1,1,100,,
99,119.00,119.00,0,0,1,1,101,,
100,25.00,25.00,0,0,1,1,103,,
101,13.00,13.00,0,0,1,1,104,,
102,32.00,32.00,0,0,1,1,106,,
103,9.00,9.00,0,0,1,1,107,,
104,13.00,13.00,0,0,1,1,108,,
105,54.00,54.00,1,0,1,1,109,,
106,36.00,36.00,3,0,1,1,110,,
107,15.00,15.00,3,0,1,1,111,,
108,19.00,19.00,0,0,1,1,112,,
109,13.00,13.00,0,0,1,1,113,,
110,24.00,24.00,0,0,1,1,114,,
111,5.00,5.00,0,0,1,1,115,,
112,9.00,9.00,4,0,1,1,116,,
113,11.00,11.00,2,0,1,1,117,,
114,14.00,14.00,8,0,1,1,118,,
115,18.00,18.00,0,0,1,1,119,,
116,15.00,15.00,0,0,1,1,120,,
117,25.00,25.00,1,0,1,1,121,,
118,62.00,62.00,1,0,1,1,122,,
119,54.00,54.00,0,0,1,1,123,,
120,60.00,60.00,1,0,1,1,124,,
121,20.00,20.00,0,0,1,1,125,,
122,30.00,30.00,4,0,1,1,126,,
123,7.00,7.00,26,0,1,1,127,,
124,70.00,70.00,0,0,1,1,128,,
125,80.00,80.00,4,0,1,1,129,,
126,18.00,18.00,7,0,1,1,130,,
127,55.00,55.00,18,0,1,1,131,,
128,14.00,14.00,5,0,1,1,132,,
129,33.00,33.00,7,0,1,1,133,,
130,50.00,50.00,10,0,1,1,134,,
131,13.00,13.00,0,0,1,1,135,,
132,80.00,80.00,5,0,1,1,136,,
133,30.00,30.00,15,0,1,1,137,,
134,17.00,17.00,0,0,1,1,138,,
135,1300.00,1300.00,0,0,1,1,139,,
136,80.00,80.00,0,0,1,1,140,,
137,358.00,358.00,0,0,1,1,142,,
138,13.00,13.00,6,0,1,1,143,,
139,55.00,55.00,0,0,1,1,144,,
140,20.00,20.00,11,0,1,1,145,,
141,12.00,12.00,15,0,1,1,146,,
142,15.00,15.00,0,0,1,1,147,,
143,15.00,15.00,0,0,1,1,148,,
144,10.00,10.00,10,0,1,1,149,,
145,10.00,10.00,10,0,1,1,150,,
146,13.00,13.00,0,0,1,1,151,,
147,99.00,99.00,0,0,1,1,152,,
148,95.00,95.00,0,0,1,1,153,,
149,57.00,57.00,12,0,1,1,154,,
150,105.00,105.00,0,0,1,1,155,,
151,65.00,65.00,0,0,1,1,156,,
152,60.00,60.00,0,0,1,1,157,,
153,45.00,45.00,0,0,1,1,158,,
154,82.00,82.00,2,0,1,1,159,,
155,55.00,55.00,0,0,1,1,160,,
156,64.00,64.00,0,0,1,1,161,,
157,32.00,32.00,0,0,1,1,164,,
158,60.00,60.00,0,0,1,1,165,,
159,4.00,4.00,1,0,1,1,166,,
160,28.00,28.00,0,0,1,1,167,,
161,350.00,350.00,0,0,1,1,169,,
162,40.00,40.00,0,0,1,1,170,,
163,24.00,24.00,0,0,1,1,171,,
164,70.00,70.00,0,0,1,1,172,,
165,65.00,65.00,1,0,1,1,173,,
166,45.00,45.00,0,0,1,1,174,,
167,35.00,35.00,0,0,1,1,175,,
168,45.00,45.00,1,0,1,1,176,,
169,35.00,35.00,0,0,1,1,177,,
170,35.00,35.00,0,0,1,1,178,,
171,55.00,55.00,0,0,1,1,179,,
172,45.00,45.00,0,0,1,1,180,,
173,35.00,35.00,3,0,1,1,181,,
174,30.00,30.00,0,0,1,1,182,,
175,28.00,28.00,3,0,1,1,183,,
176,80.00,80.00,2,0,1,1,184,,
177,90.00,90.00,2,0,1,1,185,,
178,35.00,35.00,0,0,1,1,186,,
179,65.00,65.00,0,0,1,1,187,,
180,35.00,35.00,0,0,1,1,188,,
181,55.00,55.00,1,0,1,1,189,,
